,NM,SNIPS,IPS,SMIPS,BIPW,true_val,policy,trial
0,0.0020152989994772085,0.6152903047794446,0.5226083582656653,0.2323364261753532,0.2130591806396842,0.6539813402229019,softmax_from_reward_beta=-1,0
1,0.001948983287864829,0.589065005974067,0.4343254548631496,0.2050520009463088,0.17724297184823082,0.6696409610430708,softmax_from_reward_beta=5,0
2,0.0007999999999999999,0.4765656707075454,0.09698041632825385,0.14240864987185742,0.3545013075452298,0.7816435742685257,greedy_beta=0.2,0
3,0.002,0.48395842924748655,0.29094124898476154,0.18106136135091444,0.14727811577916144,0.6396359448089263,greedy_beta=0.6,0
4,0.0017318326928616834,0.6216249356069466,0.48399497483947457,0.2266240569414145,0.17723037289083005,0.694057675045204,content_based_filtering_,0
5,0.0019596788791885413,0.6000623904718048,0.4811387190755665,0.2285326725935437,0.1616501720286906,0.6598819647520444,softmax_from_reward_beta=-1,1
6,0.0024053305468210687,0.5246831168941283,0.4669324096029936,0.22378412250928528,0.14359843740053474,0.6166236005707609,softmax_from_reward_beta=5,1
7,0.0015999999999999994,0.9643893207289179,4.690448295974159,0.5426739882789661,0.35076234544068574,0.823185393205479,greedy_beta=0.2,1
8,0.0017999999999999997,0.5723152601487256,0.34704054738046924,0.20267937176024003,0.16538284800946712,0.622513505517298,greedy_beta=0.6,1
9,0.0016284259297701643,0.6814673302970534,0.5849795037009479,0.24820782858897908,0.20760787631198763,0.7060562555844142,content_based_filtering_,1
10,0.00202819329867449,0.6669069324360918,0.7524558554514943,0.27958948040360976,0.1930841185078025,0.6498940387117251,softmax_from_reward_beta=-1,2
11,0.0023567055938611935,0.5878949517329841,0.5650198633015975,0.25267059953762244,0.17933941871859133,0.6148049292998178,softmax_from_reward_beta=5,2
12,0.0015999999999999996,0.36945268186422275,0.14245002728935918,0.14897957126996766,0.10848754736222327,0.6949054343102827,greedy_beta=0.2,2
13,0.0023999999999999994,0.8291855394164481,2.3471665527953456,0.4870482513331238,0.1916995692923665,0.6306594296900305,greedy_beta=0.6,2
14,0.001503935801851327,0.7234453135846486,0.7713468188898479,0.2767321581507367,0.22915573776559905,0.7191282258878369,content_based_filtering_,2
15,0.0018858625291584897,0.5920032974194642,0.47566802804793973,0.216264204464796,0.14316266608983277,0.6755363292875016,softmax_from_reward_beta=-1,3
16,0.002715978407530407,0.45952262015761963,0.35815902008299055,0.19582980745440257,0.1435110899982974,0.5643350177131639,softmax_from_reward_beta=5,3
17,0.005199999999999998,0.11396215825737761,0.0879213171332946,0.09985868332268936,0.15822935050353407,0.4575892986262484,greedy_beta=0.2,3
18,0.002599999999999999,0.4121139171617681,0.26376395139988373,0.17338358248042476,0.1380851610377431,0.5696889048048448,greedy_beta=0.6,3
19,0.0017042311545718693,0.610493175473162,0.46639544874560135,0.21403719361506984,0.16446228396892548,0.6935022496109964,content_based_filtering_,3
20,0.002085878614712182,0.576953285529212,0.47476100911537156,0.22943640503476928,0.14719779003411532,0.6434083467731171,softmax_from_reward_beta=-1,4
21,0.0022853439221885976,0.5635924873006104,0.4810281107182903,0.23215431744374915,0.20646291006263345,0.6242557965897708,softmax_from_reward_beta=5,4
22,0.0043999999999999985,0.15223435233716726,0.10221139282968231,0.10924293240666069,0.08655112319812179,0.5981390144096251,greedy_beta=0.2,4
23,0.0019999999999999996,0.5159564331216069,0.3066341784890469,0.1977216569749681,0.1457852047458291,0.6535513230532408,greedy_beta=0.6,4
24,0.0016498435028153235,0.649341804496429,0.5260211653575296,0.24023315918874075,0.16401117169857024,0.7007720216505144,content_based_filtering_,4
25,0.0019341509702195951,0.6720078180275775,0.6925757101327433,0.2647653356071091,0.1683929149284959,0.6700933555745155,softmax_from_reward_beta=-1,5
26,0.001831224376101226,0.7319894711734457,0.8300832139779442,0.28764397572377914,0.1771453687758185,0.6883732615067749,softmax_from_reward_beta=5,5
27,0.005599999999999999,0.23700653849725856,0.1898968752545739,0.17871197264242447,0.22209916377067565,0.3850040930794459,greedy_beta=0.2,5
28,0.003799999999999999,0.4413203611264182,0.4087635986204154,0.20825548702624885,0.16426107913255691,0.637048016061423,greedy_beta=0.6,5
29,0.0016965558024130442,0.6971832144119655,0.7054034056832997,0.27116778998299135,0.16245715080201625,0.698007385473608,content_based_filtering_,5
30,0.001792497928181231,0.633345081874246,0.541725058774068,0.23252921614496358,0.20397656092047692,0.6853615289055636,softmax_from_reward_beta=-1,6
31,0.002746832228986371,0.5081884612420866,0.4808366550460955,0.22922062326403417,0.14156494467845188,0.5716640042621097,softmax_from_reward_beta=5,6
32,0.002799999999999999,0.16605295915563353,0.10228122670770867,0.11835108521203273,0.1488567597605288,0.552948561104854,greedy_beta=0.2,6
33,0.0017999999999999997,0.5286959456514078,0.30684368012312596,0.18442278539701346,0.1271609022244811,0.6131680680472105,greedy_beta=0.6,6
34,0.001626521689751355,0.6519765563756037,0.5529880803360945,0.237450774398156,0.20983611074462533,0.7020137343098484,content_based_filtering_,6
35,0.002041515189458197,0.5800710865319659,0.511246390003947,0.21778825512699446,0.14859961769729851,0.6504071291781125,softmax_from_reward_beta=-1,7
36,0.0026424009287633944,0.5046688419035519,0.48086689501776925,0.19629210443337025,0.12566887387633324,0.5823253556486004,softmax_from_reward_beta=5,7
37,0.0027999999999999995,0.1725690615234261,0.10087338707454085,0.1395184902746953,0.08851693593151867,0.599172843092372,greedy_beta=0.2,7
38,0.003799999999999999,0.3925459908950486,0.3294413324141735,0.17994293701015313,0.1231370123848319,0.589830947801244,greedy_beta=0.6,7
39,0.0018172790328205392,0.6056380761966405,0.5241260414798123,0.22300495450485852,0.1581548681780696,0.6796349237750936,content_based_filtering_,7
40,0.0021036143981121,0.5630148001719916,0.5156392172717248,0.22165504267329034,0.1290006665587425,0.6324540454045965,softmax_from_reward_beta=-1,8
41,0.0025805879965580016,0.4534718745475469,0.37271234276154375,0.19476876360897902,0.12904451439483092,0.569755841913306,softmax_from_reward_beta=5,8
42,0.0031999999999999993,0.1817001955933327,0.1014406421377632,0.11662226953235144,0.07806301202438772,0.580818758200168,greedy_beta=0.2,8
43,0.0019999999999999996,0.32204925850698385,0.3043219264132896,0.16874627065235734,0.11560208527743816,0.6000499713812216,greedy_beta=0.6,8
44,0.0017123178320653173,0.6113146277100473,0.5407922152356,0.2234882311961812,0.14868322418257593,0.6900797360763125,content_based_filtering_,8
45,0.00201151777508958,0.6488692697796985,0.6073151185171991,0.24817289136514756,0.17681835360825063,0.6549523183732661,softmax_from_reward_beta=-1,9
46,0.0022358940815637453,0.7298752753048081,0.9341527805680043,0.30397134851982494,0.1455012473834213,0.641682637369565,softmax_from_reward_beta=5,9
47,0.003999999999999998,0.1760295091749238,0.11652497877404859,0.14481555444385552,0.19468630806915463,0.3984820488873502,greedy_beta=0.2,9
48,0.0019999999999999996,0.5295740257044583,0.34957493632214576,0.19537353863163662,0.1549658602103591,0.6466373462247269,greedy_beta=0.6,9
49,0.0015875640300507135,0.7035218270559632,0.638992953595761,0.25270238390260513,0.20496320087462663,0.70960010049474,content_based_filtering_,9
